JEE Main %,JEE Advanced %,Mock Avg %,School Board,HSC %,Attempts,Coaching,Study Hour Bin,Family Income,Parent Education,Location Type,Peer Pressure Level,Mental Health,Admission,Dropout
47.32,63.01,73.2,CBSE,74.97,1,Allen,Medium,Mid,Graduate,Semi-Urban,High,Yes,No,0
87.52,60.39,75.76,State,72.21,2,Self Study,Medium,High,HSC,Urban,Low,No,No,0
98.73,74.53,84.01,CBSE,82.98,1,Self Study,Low,High,Graduate,Urban,Low,No,Yes,0
63.75,62.11,83.35,State,62.82,1,Local,Medium,Low,HSC,Rural,Medium,No,No,1
63.05,53.63,53.32,ICSE,83.03,1,FIITJEE,Low,High,Graduate,Semi-Urban,High,Yes,No,0
62.94,57.23,77.06,State,73.3,1,Allen,Low,Mid,PG,Urban,Medium,No,Yes,0
83.51,67.61,64.28,CBSE,85.48,2,Local,Low,Mid,PG,Rural,Medium,Yes,Yes,0
42.29,79.83,86.58,State,100.0,2,Local,Low,Mid,PG,Urban,Medium,Yes,No,0
59.48,62.31,74.1,CBSE,63.01,1,Allen,Medium,Low,SSLC,Semi-Urban,High,Yes,Yes,0
62.09,49.75,68.49,ICSE,81.74,2,Self Study,Low,Mid,PG,Urban,Medium,No,Yes,0
39.85,55.57,67.31,CBSE,73.19,1,Allen,Very High,Mid,PG,Urban,High,Yes,No,0
85.23,85.72,68.19,ICSE,59.83,2,Self Study,Low,Low,PG,Rural,Low,Yes,No,1
72.17,69.41,47.24,ICSE,88.92,2,Self Study,High,Mid,PG,Urban,High,Yes,Yes,0
76.27,69.63,41.28,ICSE,67.0,1,Self Study,Low,Low,SSLC,Rural,Low,Yes,Yes,0
85.05,65.34,60.57,State,62.26,1,Local,Medium,Low,HSC,Rural,Medium,No,Yes,0
44.44,65.52,56.94,State,87.63,1,Allen,Low,Mid,HSC,Rural,Low,Yes,No,0
70.77,76.65,66.4,State,89.31,2,Allen,Medium,High,SSLC,Rural,Medium,Yes,Yes,0
59.45,75.14,85.91,CBSE,76.53,1,Allen,Medium,Low,Graduate,Rural,Medium,Yes,Yes,0
84.21,100.0,79.53,CBSE,71.8,2,Self Study,Medium,Low,PG,Semi-Urban,High,No,No,1
66.17,67.37,67.23,State,70.8,2,Allen,Low,High,HSC,Rural,Medium,Yes,Yes,0
62.87,63.43,48.52,CBSE,76.21,1,Local,High,Low,PG,Rural,Low,Yes,No,1
95.79,69.6,84.01,CBSE,72.77,1,Allen,High,Low,SSLC,Semi-Urban,Low,Yes,Yes,0
65.5,82.52,68.15,ICSE,80.46,1,Local,Low,Mid,SSLC,Rural,High,No,No,0
85.66,59.22,50.72,CBSE,78.1,1,Local,Medium,High,Graduate,Urban,Medium,No,Yes,0
77.06,65.67,70.59,CBSE,77.2,1,Allen,Very High,High,HSC,Urban,Medium,Yes,Yes,0
69.66,40.86,49.87,CBSE,55.01,1,FIITJEE,Medium,Mid,PG,Semi-Urban,Low,No,No,0
52.88,50.48,65.7,CBSE,71.44,2,Allen,High,Low,PG,Rural,Medium,No,No,1
83.31,73.93,57.39,CBSE,62.25,1,Allen,Low,High,SSLC,Urban,Low,No,Yes,0
80.18,63.99,49.47,State,81.07,2,FIITJEE,High,Mid,Graduate,Urban,Medium,No,No,0
65.52,56.96,80.16,CBSE,91.84,1,FIITJEE,Very High,Mid,HSC,Urban,High,Yes,Yes,0
80.76,54.57,66.64,State,85.36,1,FIITJEE,Very Low,High,PG,Rural,Low,No,Yes,0
67.8,52.81,55.05,State,72.01,1,Self Study,Medium,Mid,Graduate,Rural,Low,Yes,No,0
86.05,91.72,73.2,CBSE,89.22,2,Allen,Low,Mid,PG,Semi-Urban,Low,No,Yes,0
63.35,77.71,55.46,ICSE,81.43,1,Local,High,Mid,SSLC,Urban,Medium,Yes,No,0
59.29,83.66,84.31,ICSE,68.12,1,FIITJEE,High,High,PG,Rural,Low,Yes,No,0
79.08,50.28,67.05,State,66.58,2,Allen,Low,Low,Graduate,Rural,Medium,No,Yes,0
62.86,31.54,73.92,CBSE,77.16,1,Self Study,Very Low,High,HSC,Semi-Urban,Low,Yes,Yes,0
47.14,75.82,80.3,ICSE,100.0,1,Local,Medium,High,Graduate,Semi-Urban,Low,Yes,No,0
58.89,56.52,41.43,CBSE,74.35,1,Allen,High,Mid,HSC,Urban,Medium,No,Yes,0
71.5,84.5,71.94,State,65.96,1,Self Study,Low,Low,PG,Urban,Medium,No,Yes,0
74.83,56.11,76.38,CBSE,75.62,1,Local,Low,High,PG,Semi-Urban,Low,Yes,No,0
65.76,98.87,95.15,CBSE,67.19,1,FIITJEE,Medium,Mid,HSC,Semi-Urban,Low,Yes,No,0
78.87,74.09,72.45,ICSE,60.14,2,Local,Very Low,Mid,SSLC,Urban,Medium,Yes,No,0
69.72,65.92,66.79,ICSE,67.35,2,Local,Medium,High,HSC,Semi-Urban,Medium,No,Yes,0
64.79,78.11,77.59,State,65.92,2,Local,Medium,High,PG,Urban,Low,Yes,No,0
46.99,71.12,95.74,State,71.99,1,FIITJEE,Medium,Mid,PG,Urban,High,No,Yes,0
62.65,71.23,77.81,ICSE,68.38,1,FIITJEE,High,Low,SSLC,Semi-Urban,Medium,No,Yes,0
69.94,70.72,79.72,State,70.86,2,Self Study,,Low,HSC,Rural,Low,No,No,1
52.17,62.17,74.02,CBSE,78.48,2,FIITJEE,Low,Mid,Graduate,Urban,High,No,No,0
74.39,43.54,60.45,State,70.21,2,FIITJEE,Very Low,High,SSLC,Semi-Urban,High,Yes,No,1
84.82,65.73,56.38,State,65.02,2,Allen,Medium,High,SSLC,Rural,Medium,Yes,No,0
66.64,61.71,69.01,CBSE,52.41,1,Self Study,Low,Low,SSLC,Semi-Urban,Low,Yes,Yes,0
81.98,42.1,57.8,ICSE,73.39,2,Local,Low,High,Graduate,Semi-Urban,Low,No,No,0
73.96,66.71,76.0,CBSE,90.66,1,Local,Low,Low,PG,Urban,High,Yes,Yes,0
84.02,84.82,47.94,CBSE,81.87,1,Local,Medium,Mid,HSC,Urban,Low,Yes,Yes,0
58.2,58.15,52.06,ICSE,76.29,1,Allen,Medium,High,Graduate,Urban,High,No,No,0
67.77,53.11,69.87,ICSE,93.93,1,Local,Medium,Low,PG,Rural,Medium,Yes,No,1
98.34,53.26,90.21,CBSE,74.0,2,Allen,Very Low,Low,HSC,Rural,High,Yes,Yes,1
49.8,71.47,74.1,ICSE,100.0,1,FIITJEE,Very Low,Low,Graduate,Urban,Low,No,Yes,0
82.25,90.68,49.07,State,80.83,2,Local,Low,High,Graduate,Rural,High,No,No,0
75.91,66.6,59.34,ICSE,71.38,1,Self Study,Low,High,SSLC,Urban,Medium,No,No,0
63.59,65.19,66.89,ICSE,74.5,1,Local,High,High,Graduate,Rural,High,No,Yes,0
85.66,59.1,76.44,ICSE,70.43,2,Allen,Low,Low,PG,Semi-Urban,High,No,Yes,0
74.46,60.06,57.43,State,78.36,2,Allen,,Mid,Graduate,Semi-Urban,High,No,Yes,1
60.25,77.35,65.33,ICSE,82.29,1,Self Study,Very Low,High,HSC,Urban,High,No,Yes,1
57.35,86.31,67.55,State,70.86,1,Allen,Medium,Low,HSC,Urban,Medium,No,No,1
82.6,81.47,85.23,State,79.67,2,FIITJEE,Very Low,High,PG,Rural,Medium,No,Yes,0
73.28,60.91,73.34,ICSE,64.01,1,Local,Medium,High,Graduate,Semi-Urban,Low,Yes,Yes,0
53.87,69.71,67.66,ICSE,87.84,2,FIITJEE,Low,Low,SSLC,Rural,Low,No,No,1
79.0,64.34,54.37,CBSE,74.97,2,Local,High,Mid,SSLC,Urban,Low,Yes,Yes,0
82.63,74.07,56.42,ICSE,78.96,1,Local,Medium,High,HSC,Semi-Urban,Low,Yes,Yes,0
69.58,54.72,67.97,ICSE,70.97,1,Local,High,Mid,Graduate,Rural,Low,No,Yes,0
58.12,73.3,67.37,CBSE,86.32,1,Local,High,Mid,SSLC,Semi-Urban,Low,Yes,No,0
62.37,63.46,63.17,ICSE,63.97,2,Local,Low,Low,Graduate,Urban,Low,Yes,Yes,0
54.48,54.53,78.13,ICSE,58.04,2,Self Study,Medium,Mid,HSC,Urban,Low,Yes,No,0
75.9,64.48,70.3,ICSE,73.83,2,FIITJEE,Medium,Low,HSC,Rural,Medium,No,No,1
84.2,56.01,68.45,CBSE,64.99,2,Self Study,Medium,High,PG,Semi-Urban,Medium,No,No,0
77.72,82.37,61.78,ICSE,85.53,2,Allen,High,Low,Graduate,Urban,Medium,No,Yes,0
71.13,62.47,50.38,CBSE,69.76,2,FIITJEE,Low,Mid,PG,Rural,Low,Yes,Yes,0
74.36,45.69,85.59,ICSE,67.01,1,FIITJEE,Low,Low,SSLC,Semi-Urban,High,Yes,No,1
63.54,87.25,76.55,State,82.75,2,Self Study,Low,Mid,HSC,Semi-Urban,Medium,Yes,Yes,0
73.08,100.0,61.47,CBSE,70.67,2,Allen,Medium,Mid,HSC,Semi-Urban,High,Yes,No,0
85.69,68.44,63.78,ICSE,81.11,1,Allen,Low,Mid,SSLC,Rural,High,Yes,Yes,0
71.2,74.05,76.91,CBSE,68.13,1,Local,Medium,Low,SSLC,Urban,High,No,No,1
73.81,25.14,71.53,CBSE,71.72,2,Allen,Low,Mid,PG,Semi-Urban,Medium,No,No,0
79.76,84.17,68.26,CBSE,68.5,2,Allen,Medium,Mid,PG,Urban,Medium,No,No,0
66.86,55.35,68.09,ICSE,81.94,2,Self Study,Low,High,PG,Rural,Low,No,No,0
45.01,69.75,83.16,ICSE,87.05,1,Allen,Medium,High,PG,Semi-Urban,Low,No,No,0
44.44,86.31,57.91,ICSE,71.9,2,FIITJEE,Low,High,PG,Rural,Medium,No,No,0
69.09,91.18,56.02,ICSE,59.97,1,Local,Medium,High,PG,Semi-Urban,Low,Yes,Yes,0
52.33,70.54,75.71,CBSE,82.21,2,FIITJEE,High,Mid,HSC,Rural,Low,Yes,Yes,0
56.74,58.38,70.18,ICSE,69.99,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,Yes,No,1
74.16,58.58,74.86,CBSE,58.95,2,Self Study,Very High,High,SSLC,Urban,Medium,Yes,No,0
61.99,53.98,67.13,State,84.31,2,Allen,Medium,Mid,PG,Urban,Low,No,Yes,0
82.9,85.64,74.64,ICSE,87.28,2,FIITJEE,High,Low,Graduate,Rural,Low,No,No,1
88.54,56.89,73.24,State,58.79,1,Allen,Low,Low,PG,Rural,High,Yes,No,1
63.48,76.67,70.14,ICSE,76.7,1,Self Study,High,Low,PG,Rural,Medium,No,No,1
70.39,46.83,72.5,ICSE,69.9,1,Local,High,High,HSC,Urban,Medium,Yes,No,0
64.32,98.04,82.27,CBSE,83.35,2,Self Study,Very Low,Mid,HSC,Rural,Medium,Yes,No,0
78.48,52.35,66.77,State,61.01,1,Self Study,Medium,Low,HSC,Urban,Medium,No,Yes,0
73.85,88.42,68.69,CBSE,71.34,1,Self Study,,High,PG,Semi-Urban,High,No,No,1
52.55,77.15,71.3,State,88.72,1,Local,Medium,Mid,HSC,Rural,Low,No,No,0
64.14,55.81,70.93,ICSE,63.14,1,Local,Very Low,Low,HSC,Semi-Urban,Low,No,No,1
44.06,35.18,78.32,CBSE,73.42,1,Local,Low,Mid,HSC,Semi-Urban,Medium,No,No,0
88.05,62.83,62.13,State,89.34,1,Allen,High,Low,PG,Rural,Medium,No,Yes,0
71.74,39.89,74.0,ICSE,84.08,1,FIITJEE,Medium,Low,PG,Semi-Urban,Medium,Yes,No,1
70.31,82.59,82.05,CBSE,74.25,1,Allen,Medium,High,Graduate,Urban,Low,Yes,No,0
85.37,67.77,58.48,ICSE,71.38,1,Allen,Low,High,Graduate,Rural,Low,No,Yes,0
80.02,47.28,64.58,State,74.23,1,Allen,Medium,Mid,SSLC,Rural,Medium,Yes,Yes,0
75.52,63.44,60.75,State,72.32,2,Allen,Medium,Mid,Graduate,Semi-Urban,High,No,Yes,0
66.27,59.38,66.78,State,64.31,2,Local,Medium,Mid,PG,Urban,Low,No,No,0
63.84,44.57,67.32,CBSE,76.81,1,Allen,Low,Low,Graduate,Urban,High,No,No,1
88.67,63.36,68.36,ICSE,65.33,1,FIITJEE,Low,Low,PG,Rural,High,Yes,Yes,0
78.47,66.54,80.88,CBSE,97.45,2,Local,Medium,Low,Graduate,Urban,High,Yes,No,1
97.89,63.18,65.37,State,67.49,1,FIITJEE,Medium,Mid,SSLC,Semi-Urban,Low,Yes,No,0
82.97,83.2,70.95,ICSE,82.19,1,Self Study,Low,High,HSC,Semi-Urban,High,Yes,No,0
94.89,69.04,71.97,CBSE,74.45,1,Local,Very Low,Mid,PG,Urban,High,No,No,1
59.02,86.04,68.48,State,79.45,2,FIITJEE,Low,High,SSLC,Urban,Medium,Yes,No,0
83.61,50.32,54.64,CBSE,73.59,1,FIITJEE,Low,High,Graduate,Semi-Urban,High,No,Yes,0
77.66,69.23,61.44,State,71.75,1,Local,Low,Low,Graduate,Urban,Low,No,No,1
68.7,48.79,68.37,CBSE,68.86,1,FIITJEE,Medium,Low,HSC,Rural,Medium,No,No,1
60.15,73.32,64.03,ICSE,71.25,1,Local,Low,High,HSC,Semi-Urban,High,No,Yes,0
100.0,64.69,71.13,CBSE,84.59,1,Allen,Low,Mid,SSLC,Urban,High,No,Yes,0
88.02,52.89,84.02,ICSE,68.98,1,Local,High,High,Graduate,Rural,High,Yes,No,0
71.51,68.96,52.35,CBSE,76.28,1,FIITJEE,Low,Mid,Graduate,Urban,Low,Yes,No,0
57.3,62.43,70.78,State,85.61,1,Allen,Medium,Low,PG,Urban,High,No,Yes,0
98.23,55.53,94.13,State,70.29,2,Local,Very High,Low,Graduate,Urban,Low,Yes,No,1
78.73,46.08,52.18,ICSE,76.87,2,Local,Medium,Low,Graduate,Semi-Urban,Low,Yes,No,1
68.79,47.85,53.34,CBSE,92.14,2,FIITJEE,Low,Low,HSC,Urban,High,Yes,No,1
58.28,56.52,79.9,ICSE,76.42,2,FIITJEE,Low,Mid,Graduate,Semi-Urban,Low,Yes,No,0
53.81,84.61,74.06,CBSE,75.57,1,FIITJEE,Medium,Mid,Graduate,Semi-Urban,Medium,No,Yes,0
64.6,53.74,63.34,CBSE,73.1,2,FIITJEE,Low,High,PG,Rural,High,Yes,Yes,0
62.13,57.67,65.48,State,81.09,2,Self Study,Low,Mid,HSC,Rural,Low,Yes,No,0
60.91,77.44,64.07,ICSE,84.32,2,Self Study,,Mid,PG,Urban,High,Yes,Yes,1
52.86,47.29,84.61,ICSE,75.56,2,FIITJEE,Low,Low,SSLC,Rural,Low,Yes,No,1
82.6,62.99,82.27,CBSE,96.12,1,Self Study,Low,Low,PG,Rural,Medium,Yes,No,1
85.8,51.01,67.22,ICSE,83.68,2,Self Study,Medium,Mid,SSLC,Urban,Medium,No,No,0
73.19,83.94,77.85,ICSE,83.2,1,FIITJEE,Medium,High,Graduate,Semi-Urban,High,No,Yes,0
80.38,90.08,68.9,CBSE,71.11,1,Allen,Very High,Mid,SSLC,Urban,High,Yes,Yes,0
80.76,69.5,50.97,ICSE,76.77,1,Local,High,Low,HSC,Urban,High,Yes,Yes,0
71.32,58.09,70.32,ICSE,89.93,1,Local,Low,Mid,Graduate,Rural,Medium,No,Yes,0
51.7,36.63,66.09,State,71.15,1,Local,High,Mid,PG,Rural,Low,No,Yes,0
86.71,60.49,79.65,ICSE,85.15,2,Self Study,High,High,HSC,Semi-Urban,High,No,Yes,0
94.2,82.43,80.51,State,83.59,1,Self Study,Low,High,SSLC,Urban,Low,Yes,No,0
59.92,45.4,67.46,CBSE,72.72,1,Allen,High,High,PG,Semi-Urban,High,Yes,Yes,0
85.55,93.4,62.29,CBSE,97.07,2,Local,Low,Low,Graduate,Urban,Medium,No,Yes,0
60.41,63.91,67.38,CBSE,64.62,2,Local,Medium,Low,HSC,Semi-Urban,High,No,Yes,0
79.26,52.97,74.51,ICSE,85.06,2,Self Study,Medium,Mid,Graduate,Urban,Low,No,Yes,0
59.39,76.19,85.41,CBSE,83.6,1,Allen,Low,High,PG,Semi-Urban,Medium,Yes,Yes,0
59.09,88.22,89.41,State,66.19,1,Self Study,Very High,High,HSC,Semi-Urban,High,Yes,No,0
74.98,62.47,43.47,State,79.89,2,Allen,High,Low,HSC,Rural,Medium,No,No,1
78.93,83.25,63.55,ICSE,80.17,2,FIITJEE,Medium,High,SSLC,Semi-Urban,Low,Yes,Yes,0
70.75,57.34,61.0,ICSE,62.14,2,Local,Medium,High,HSC,Semi-Urban,Medium,Yes,Yes,0
58.21,25.67,53.08,CBSE,76.49,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,No,Yes,0
74.4,38.92,65.4,State,84.39,1,Local,High,Low,HSC,Urban,Low,No,No,1
44.71,72.01,68.0,State,79.94,1,FIITJEE,Low,Low,SSLC,Rural,Low,Yes,Yes,0
63.25,66.33,58.08,State,67.09,1,Local,Medium,High,Graduate,Urban,High,Yes,No,0
78.47,78.53,74.85,CBSE,66.51,1,Allen,Very Low,Low,HSC,Rural,Medium,No,Yes,0
70.84,68.33,67.52,CBSE,60.62,1,FIITJEE,Medium,Low,PG,Urban,High,Yes,No,1
88.04,95.57,58.55,CBSE,73.15,2,Allen,Very Low,High,HSC,Urban,Low,Yes,No,0
64.08,60.48,64.52,ICSE,72.86,2,Local,Low,Mid,HSC,Semi-Urban,Low,Yes,No,0
51.77,73.15,72.34,CBSE,87.43,1,Allen,Very Low,Mid,SSLC,Semi-Urban,High,No,No,1
74.76,84.88,49.96,CBSE,69.33,2,FIITJEE,Medium,Mid,SSLC,Urban,High,Yes,No,0
97.56,67.16,68.68,ICSE,70.72,1,FIITJEE,Medium,Low,SSLC,Urban,Medium,No,No,1
63.28,30.52,74.95,State,71.75,1,Self Study,Very Low,High,SSLC,Rural,Medium,No,Yes,0
75.88,39.99,74.34,ICSE,75.44,2,FIITJEE,Very Low,Low,SSLC,Semi-Urban,Medium,Yes,Yes,0
71.62,62.06,62.56,CBSE,71.12,2,FIITJEE,Medium,Mid,HSC,Urban,Medium,Yes,No,0
98.56,63.59,69.4,ICSE,63.29,2,FIITJEE,Medium,Low,HSC,Semi-Urban,Medium,No,Yes,0
71.8,64.45,59.42,ICSE,93.21,1,Self Study,Low,Mid,SSLC,Rural,Medium,No,No,0
89.91,55.85,100.0,CBSE,87.58,2,Self Study,Low,High,SSLC,Semi-Urban,Medium,No,Yes,0
63.18,81.68,52.01,State,98.91,2,FIITJEE,Very Low,Mid,PG,Rural,High,Yes,No,1
74.74,76.01,67.38,ICSE,84.0,1,Local,Medium,Low,SSLC,Semi-Urban,High,No,Yes,0
92.85,68.7,59.31,ICSE,81.69,2,FIITJEE,Medium,High,Graduate,Urban,Low,Yes,Yes,0
68.46,67.02,91.82,ICSE,73.57,2,Allen,High,High,PG,Rural,High,Yes,Yes,0
56.72,44.96,78.18,State,77.52,1,FIITJEE,Medium,High,HSC,Semi-Urban,Low,No,Yes,0
74.72,47.31,73.61,ICSE,78.96,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
52.8,61.41,68.22,ICSE,51.9,2,Allen,Low,High,Graduate,Rural,Low,Yes,Yes,0
90.92,63.01,67.28,State,50.0,1,Allen,Medium,Low,SSLC,Rural,Low,No,No,1
55.2,81.55,87.46,CBSE,72.32,1,Local,Medium,Low,SSLC,Semi-Urban,Low,Yes,No,1
80.86,92.3,62.15,State,84.26,2,Self Study,High,Low,HSC,Urban,Medium,Yes,No,1
87.77,67.33,70.82,ICSE,83.95,2,Allen,Low,Mid,HSC,Urban,Low,No,No,0
68.72,83.36,67.09,State,73.79,1,FIITJEE,Medium,Mid,SSLC,Urban,High,Yes,Yes,0
100.0,69.87,75.75,ICSE,78.97,2,Local,Medium,Mid,PG,Urban,Low,Yes,Yes,0
83.38,77.9,51.62,CBSE,85.4,1,FIITJEE,Medium,High,SSLC,Semi-Urban,Low,Yes,No,0
50.52,53.77,55.15,ICSE,67.84,2,Self Study,Low,Low,SSLC,Rural,High,Yes,Yes,0
69.98,75.9,76.11,ICSE,68.57,2,Allen,Low,High,HSC,Urban,Low,No,No,0
67.32,41.09,64.72,CBSE,68.46,2,Local,Very Low,Mid,PG,Rural,Low,No,No,0
84.42,64.67,77.79,ICSE,92.66,2,Allen,High,Mid,SSLC,Rural,Low,No,No,0
84.34,57.49,84.1,CBSE,63.51,2,Local,Very Low,Low,PG,Semi-Urban,High,No,No,1
55.42,70.28,70.04,CBSE,76.5,1,Local,Very High,Mid,PG,Semi-Urban,High,Yes,No,0
68.52,87.35,74.42,CBSE,58.88,1,Allen,High,High,SSLC,Semi-Urban,Medium,Yes,Yes,0
100.0,57.82,70.18,ICSE,72.25,2,Self Study,Medium,Low,SSLC,Semi-Urban,High,Yes,No,1
81.98,76.3,84.15,ICSE,90.92,1,FIITJEE,Medium,High,SSLC,Urban,High,No,Yes,0
50.25,51.96,76.51,ICSE,50.0,1,FIITJEE,High,High,Graduate,Urban,Medium,Yes,Yes,0
65.5,57.75,81.37,State,72.01,1,Allen,Medium,Low,SSLC,Urban,Low,Yes,Yes,0
54.86,73.96,67.05,ICSE,69.47,1,FIITJEE,Very Low,High,Graduate,Rural,Low,No,Yes,0
63.46,60.96,66.51,State,84.96,1,Allen,Medium,High,Graduate,Rural,Low,Yes,Yes,0
62.36,65.88,74.43,ICSE,67.97,2,FIITJEE,Low,Low,HSC,Semi-Urban,Low,Yes,Yes,0
67.67,81.62,60.13,State,83.02,2,FIITJEE,Very Low,High,Graduate,Rural,High,Yes,Yes,1
77.93,45.01,64.98,ICSE,79.23,1,Local,High,Low,Graduate,Rural,Low,No,Yes,0
93.47,76.99,91.07,State,83.19,1,Allen,High,High,PG,Rural,Low,No,Yes,0
65.75,55.83,57.97,CBSE,78.69,1,Self Study,High,Low,Graduate,Semi-Urban,Low,Yes,No,1
65.03,91.1,44.25,ICSE,75.82,1,Allen,Medium,High,PG,Urban,Medium,Yes,No,0
97.3,26.95,68.79,ICSE,88.88,2,Local,Low,Low,SSLC,Rural,Medium,Yes,No,1
77.78,81.58,74.01,CBSE,80.27,2,Allen,Medium,Mid,SSLC,Rural,Medium,Yes,Yes,0
93.39,68.83,46.51,ICSE,81.01,2,FIITJEE,Medium,Mid,Graduate,Semi-Urban,High,No,Yes,0
47.13,57.12,46.94,ICSE,54.32,2,Self Study,Low,Low,SSLC,Urban,Low,No,Yes,0
67.59,71.77,45.04,CBSE,69.11,1,Local,Medium,High,PG,Rural,Low,Yes,Yes,0
95.37,57.05,60.79,CBSE,69.92,1,Local,Low,High,Graduate,Rural,Medium,Yes,Yes,0
65.75,73.15,56.38,ICSE,82.72,1,Local,High,High,HSC,Urban,Low,Yes,No,0
73.91,55.37,39.34,ICSE,67.0,2,Self Study,Medium,Low,HSC,Rural,Medium,Yes,No,1
74.75,66.56,59.02,CBSE,80.11,2,Allen,Low,Low,Graduate,Semi-Urban,Medium,No,Yes,0
65.7,52.38,62.94,State,83.54,1,FIITJEE,Low,High,HSC,Semi-Urban,High,Yes,Yes,0
65.24,43.17,57.46,CBSE,68.97,2,FIITJEE,Medium,Mid,SSLC,Urban,Low,Yes,No,0
85.36,63.2,76.03,CBSE,63.26,2,Local,Low,Mid,Graduate,Rural,Medium,No,No,0
57.07,72.9,52.82,CBSE,81.91,1,Allen,High,High,Graduate,Semi-Urban,High,Yes,No,0
66.61,67.26,82.28,CBSE,92.97,2,Self Study,Medium,High,PG,Rural,High,Yes,Yes,0
61.38,84.7,62.76,State,65.53,1,FIITJEE,High,Mid,Graduate,Semi-Urban,High,Yes,No,0
57.72,38.09,67.07,CBSE,78.19,2,FIITJEE,Low,Mid,PG,Semi-Urban,Medium,No,Yes,0
74.59,78.95,59.71,ICSE,89.36,1,Self Study,Medium,High,Graduate,Rural,High,Yes,No,0
70.87,77.22,64.85,State,78.3,1,Self Study,Low,Mid,SSLC,Semi-Urban,Medium,No,Yes,0
82.56,81.4,50.59,CBSE,74.04,2,Self Study,,Mid,SSLC,Semi-Urban,Low,No,Yes,0
95.19,81.91,44.25,CBSE,69.03,2,Local,Very Low,Low,SSLC,Rural,High,No,Yes,1
63.97,65.12,84.85,State,59.79,1,FIITJEE,Medium,High,Graduate,Semi-Urban,Medium,No,No,0
75.35,78.15,64.3,ICSE,79.66,2,Local,Low,Mid,PG,Urban,Low,Yes,No,0
85.89,42.94,68.42,CBSE,63.67,1,FIITJEE,Very Low,Low,SSLC,Rural,Medium,Yes,No,1
66.02,70.78,49.66,CBSE,89.74,1,Local,Very Low,Mid,Graduate,Semi-Urban,Medium,Yes,No,0
83.35,78.28,79.47,State,80.08,2,Allen,Medium,Low,Graduate,Rural,Medium,No,No,1
56.71,64.53,59.38,State,55.67,1,Self Study,Medium,High,SSLC,Urban,High,No,No,0
56.93,40.16,64.91,ICSE,73.42,2,Self Study,Low,Mid,PG,Rural,High,Yes,Yes,0
100.0,26.19,66.27,CBSE,75.34,2,Self Study,Medium,High,PG,Rural,Medium,No,Yes,0
96.53,87.52,70.13,ICSE,76.94,1,FIITJEE,High,Low,HSC,Urban,High,No,No,1
79.27,65.26,69.05,CBSE,89.88,2,Local,High,Low,SSLC,Rural,High,Yes,No,1
57.72,43.23,86.46,CBSE,90.59,1,Local,High,Low,PG,Rural,Low,No,No,1
65.6,75.73,84.88,ICSE,66.83,2,Allen,High,Mid,PG,Semi-Urban,High,Yes,Yes,0
81.17,73.8,87.03,ICSE,76.88,2,Local,Medium,Mid,HSC,Rural,Medium,No,No,0
63.71,62.98,68.96,ICSE,88.45,2,Allen,Low,Mid,Graduate,Rural,Low,No,No,0
65.88,70.72,53.29,ICSE,95.5,2,FIITJEE,Low,High,SSLC,Semi-Urban,Low,Yes,No,0
51.97,56.52,73.7,CBSE,97.11,1,Self Study,Medium,Low,SSLC,Rural,Low,Yes,No,1
57.59,53.85,86.48,CBSE,60.02,2,Local,Low,High,HSC,Rural,High,Yes,No,0
52.8,48.71,71.38,ICSE,55.49,2,Self Study,Very High,High,Graduate,Semi-Urban,Low,No,Yes,0
71.9,59.19,57.73,State,92.83,2,FIITJEE,High,High,SSLC,Rural,Medium,No,No,0
85.65,53.65,70.4,CBSE,57.58,2,FIITJEE,Medium,Low,PG,Semi-Urban,High,Yes,No,1
69.15,84.51,66.92,ICSE,67.9,2,Local,High,Low,SSLC,Urban,Low,No,No,1
86.73,55.42,70.72,ICSE,68.42,2,FIITJEE,Medium,Mid,PG,Urban,Medium,No,No,0
71.0,77.93,73.89,ICSE,71.92,1,Self Study,Low,High,SSLC,Urban,Medium,No,Yes,0
60.47,88.62,58.1,ICSE,64.91,1,FIITJEE,Very Low,High,HSC,Urban,High,Yes,Yes,1
62.25,78.0,66.64,State,62.24,1,Self Study,Low,High,SSLC,Rural,Low,Yes,No,0
93.53,62.49,54.6,ICSE,75.63,1,Local,Medium,Low,HSC,Urban,High,Yes,Yes,0
61.32,42.87,34.22,ICSE,77.42,2,FIITJEE,Very High,High,HSC,Rural,Medium,Yes,Yes,0
66.8,100.0,56.96,State,69.96,1,Self Study,Medium,Low,Graduate,Semi-Urban,Medium,No,Yes,0
84.46,31.83,75.82,State,50.0,2,Allen,Low,Mid,HSC,Semi-Urban,Medium,No,Yes,0
81.06,51.75,79.89,ICSE,75.55,1,Allen,Low,Mid,Graduate,Semi-Urban,Medium,No,Yes,0
93.3,51.64,63.62,State,72.22,2,Self Study,Medium,Low,Graduate,Rural,Low,Yes,No,1
76.74,57.28,42.51,State,60.02,1,FIITJEE,Medium,Mid,SSLC,Rural,High,Yes,No,0
94.64,77.18,86.75,State,65.76,1,FIITJEE,High,High,PG,Semi-Urban,Medium,No,Yes,0
59.14,58.96,81.06,ICSE,70.44,2,Allen,Very High,Mid,SSLC,Urban,High,No,No,0
